skill_id,source_type,source_id,mention_text,matched_via,confidence,start_char,end_char
SKILL_0400,job,250925501393,Python,alias,1.0,138,144
SKILL_0400,job,300925924233,python,alias,1.0,0,6
SKILL_0172,job,300925924233,tensorflow,alias,1.0,40,50
SKILL_0128,job,300925924233,c#,exact,1.0,59,61
SKILL_0172,job,300925924233,cuda,alias,1.0,62,66
SKILL_0155,job,300925924233,algorithms,exact,1.0,67,77
SKILL_0155,job,300925924233,algorithms,exact,1.0,163,173
SKILL_0170,job,300925924233,Computer Science,exact,1.0,232,248
SKILL_0172,job,300925924233,computer vision,exact,1.0,312,327
SKILL_0155,job,300925924233,algorithm,alias,1.0,349,358
SKILL_0279,job,300925924233,ML,alias,1.0,363,365
SKILL_0155,job,300925924233,algorithm,alias,1.0,371,380
SKILL_0326,job,230925918830,abap,exact,1.0,0,4
SKILL_0326,job,230925918830,abap,exact,1.0,48,52
SKILL_0326,job,230925918830,abap,exact,1.0,53,57
SKILL_0326,job,230925918830,abap,exact,1.0,63,67
SKILL_0170,job,230925918830,Computer Science,exact,1.0,124,140
SKILL_0326,job,230925918830,ABAP,exact,1.0,202,206
SKILL_0326,job,230925918830,ABAP,exact,1.0,275,279
SKILL_0527,job,290925920646,css,alias,1.0,84,87
SKILL_0546,job,290925920646,web services,exact,1.0,88,100
SKILL_0170,job,31025500751,Computer science,exact,1.0,0,16
SKILL_0391,job,31025500751,Agile,alias,1.0,37,42
SKILL_0391,job,31025500751,Scrum,alias,1.0,50,55
SKILL_0431,job,250925921280,cloud computing,alias,1.0,67,82
SKILL_0166,job,250925921280,bi,alias,1.0,110,112
SKILL_0527,job,290925911773,css,alias,1.0,0,3
SKILL_0397,job,290925911773,javascript,exact,1.0,13,23
SKILL_0155,job,290925911773,algorithms,exact,1.0,36,46
SKILL_0363,job,290925911773,mathematics,exact,1.0,59,70
SKILL_0397,job,290925911773,JavaScript,exact,1.0,262,272
SKILL_0363,job,290925911773,mathematics,exact,1.0,353,364
SKILL_0397,job,290925911773,JavaScript,exact,1.0,423,433
SKILL_0564,job,290925911773,be responsible,alias,1.0,459,473
SKILL_0397,job,290925911773,JavaScript,exact,1.0,620,630
SKILL_0363,job,290925911773,mathematics,exact,1.0,660,671
SKILL_0155,job,290925911773,algorithms,exact,1.0,672,682
SKILL_0170,job,290925911773,Computer Science,exact,1.0,1215,1231
SKILL_0363,job,290925911773,Mathematics,exact,1.0,1273,1284
SKILL_0397,job,290925911773,JavaScript,exact,1.0,1353,1363
SKILL_0363,job,290925911773,mathematics,exact,1.0,1496,1507
SKILL_0155,job,290925911773,algorithms,exact,1.0,1567,1577
SKILL_0478,job,290925911773,engineering principles,exact,1.0,1928,1950
SKILL_0532,job,290925911773,Git,alias,1.0,2020,2023
SKILL_0397,job,290925911773,JavaScript,exact,1.0,2235,2245
SKILL_0397,job,290925911773,JavaScript,exact,1.0,2340,2350
SKILL_0363,job,290925911773,mathematics,exact,1.0,2393,2404
SKILL_0155,job,290925911773,algorithms,exact,1.0,2405,2415
SKILL_0128,job,260625019238,C#,exact,1.0,0,2
SKILL_0153,job,260625019238,.NET,alias,1.0,13,17
SKILL_0128,job,260625019238,C#,exact,1.0,120,122
SKILL_0400,job,260925500879,Python,alias,1.0,98,104
SKILL_0400,job,260925500879,Python,alias,1.0,287,293
SKILL_0436,job,250925921315,powershell,alias,1.0,28,38
SKILL_0436,job,250925921315,powershell,alias,1.0,39,49
SKILL_0128,job,250925921315,c#,exact,1.0,76,78
SKILL_0400,job,250925921315,python,alias,1.0,79,85
SKILL_0555,job,31025001382,Counselling,alias,1.0,50,61
SKILL_0555,job,31025001382,Counselling,alias,1.0,79,90
SKILL_0441,job,260925501514,ETL,alias,1.0,170,173
SKILL_0441,job,260925501514,ETL,alias,1.0,297,300
SKILL_0441,job,260925501514,ETL,alias,1.0,327,330
SKILL_0170,job,230925506024,Computer Science,exact,1.0,149,165
SKILL_0396,job,230925933564,java,alias,1.0,28,32
SKILL_0119,job,230925933564,selenium,alias,1.0,33,41
SKILL_0119,job,230925933564,Selenium,alias,1.0,228,236
SKILL_0111,job,290925501374,risk management,exact,1.0,3,18
SKILL_0111,job,290925501374,risk management,exact,1.0,19,34
SKILL_0031,job,290925501374,information security,alias,1.0,54,74
SKILL_0511,job,240925026457,project management,exact,1.0,0,18
SKILL_0417,job,231124004845,POS,alias,1.0,527,530
SKILL_0274,job,250925920550,devops,exact,1.0,54,60
SKILL_0391,job,250925920550,agile,alias,1.0,61,66
SKILL_0128,job,250925920550,c#,exact,1.0,67,69
SKILL_0511,job,250925920550,project management,exact,1.0,70,88
SKILL_0605,job,300925500487,meet deadlines,alias,1.0,287,301
SKILL_0400,job,11025910714,python,alias,1.0,23,29
SKILL_0397,job,11025910714,javascript,exact,1.0,37,47
SKILL_0181,job,11025910714,Data Science,exact,1.0,164,176
SKILL_0274,job,11025910714,DevOps,exact,1.0,1409,1415
SKILL_0430,job,11025910714,cloud security,alias,1.0,1524,1538
SKILL_0400,job,11025910714,Python,alias,1.0,2103,2109
SKILL_0642,job,11025910714,work independently,exact,1.0,2522,2540
SKILL_0391,job,11025910714,Agile,alias,1.0,2768,2773
SKILL_0391,job,11025910714,Scrum,alias,1.0,2774,2779
SKILL_0111,job,250925029005,risk assessment,alias,1.0,189,204
SKILL_0254,job,250925029005,statistics,exact,1.0,854,864
SKILL_0396,job,230925930921,java,alias,1.0,37,41
SKILL_0119,job,230925930921,selenium,alias,1.0,42,50
SKILL_0269,job,230925930921,agile development,exact,1.0,179,196
SKILL_0180,job,300925030395,Data Mining,exact,1.0,117,128
SKILL_0181,job,300925030395,data science,exact,1.0,308,320
SKILL_0153,job,270625033476,.Net,alias,1.0,0,4
SKILL_0153,job,270625033476,.Net,alias,1.0,10,14
SKILL_0153,job,270625033476,.NET,alias,1.0,297,301
SKILL_0441,job,260925930369,etl,alias,1.0,27,30
SKILL_0326,job,260925930369,ABAP,exact,1.0,221,225
SKILL_0326,job,260925930369,ABAP,exact,1.0,277,281
SKILL_0127,job,300925026781,Assembly,alias,1.0,0,8
SKILL_0127,job,300925026781,Assembly,alias,1.0,20,28
SKILL_0272,job,250925923969,cisco,exact,1.0,18,23
SKILL_0272,job,250925923969,cisco,exact,1.0,33,38
SKILL_0272,job,250925923969,Cisco,exact,1.0,234,239
UNKNOWN_SKILL,resume,31732,. Net,unresolved,0.529827153815494,364,369
SKILL_0396,resume_raw_skill,06_skills:24495,Java 2,alias,1.0,0,6
SKILL_0111,resume_raw_skill,06_skills:98669,risk assessment,alias,1.0,0,15
UNKNOWN_SKILL,resume_raw_skill,06_skills:198595,Technical applications and vendor software/hardware integration and support,unresolved,0.6296022405330688,0,75
UNKNOWN_SKILL,resume_raw_skill,06_skills:57977,Pricing proposal bids,unresolved,0.33440709028897203,0,21
UNKNOWN_SKILL,resume_raw_skill,06_skills:111084,employee access levels,unresolved,0.5497523751607015,0,22
UNKNOWN_SKILL,resume_raw_skill,06_skills:35712,Deploying new PCs with required updates and security software,unresolved,0.3592179894877017,0,61
UNKNOWN_SKILL,resume_raw_skill,06_skills:89009,Action bar,unresolved,0.3663143891433316,0,10
UNKNOWN_SKILL,resume_raw_skill,06_skills:25256,Rosetta,unresolved,0.2191962325413776,0,7
UNKNOWN_SKILL,resume_raw_skill,06_skills:116647,Developed relationship with business partners,unresolved,0.5832921013150548,0,45
SKILL_0100,resume_raw_skill,06_skills:70588,Technical troubleshooting,embedding,0.7431945379941758,0,25
UNKNOWN_SKILL,resume_raw_skill,06_skills:206408,QuickBooks Pro,unresolved,0.37215440697096813,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:125629,Research referral resources and provide information to the staff,unresolved,0.44045327378040927,0,64
UNKNOWN_SKILL,resume_raw_skill,06_skills:170877,hard disk wiping,unresolved,0.28945509453204066,0,16
UNKNOWN_SKILL,resume_raw_skill,06_skills:152168,Windows Server 2012/2008,unresolved,0.3866706108733035,0,24
SKILL_0272,resume_raw_skill,06_skills:199213,Cisco IOS ACLs,embedding,0.7666715500463024,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:143592,bootstrap,unresolved,0.23642198726725283,0,9
UNKNOWN_SKILL,resume_raw_skill,06_skills:182205,Financial and clinical data/analytics,unresolved,0.5561720093661593,0,37
UNKNOWN_SKILL,resume_raw_skill,06_skills:108233,Apache Chemistry,unresolved,0.4593235008366176,0,16
UNKNOWN_SKILL,resume_raw_skill,06_skills:147471,Device Fabrication,unresolved,0.4070462045438577,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:208359,Datacenter Buildout,unresolved,0.3513685226373572,0,19
UNKNOWN_SKILL,resume_raw_skill,06_skills:123651,SPS Commerce EDI portal,unresolved,0.23143975841917155,0,23
UNKNOWN_SKILL,resume_raw_skill,06_skills:157209,NetScout/nGeniusONE,unresolved,0.27378016580524484,0,19
UNKNOWN_SKILL,resume_raw_skill,06_skills:158786,Server resource monitoring,unresolved,0.5238811475183583,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:114099,Eclipse Kepler IDE,unresolved,0.4573278385196281,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:158997,"Python, C#, Java, HTML, CSS",unresolved,0.4112004822044219,0,27
UNKNOWN_SKILL,resume_raw_skill,06_skills:85728,Conference room setup,unresolved,0.5081865380089292,0,21
SKILL_0328,resume_raw_skill,06_skills:30774,Web standards and accessibility (W3C and s508),embedding,0.7197813599621021,0,46
SKILL_0183,resume_raw_skill,06_skills:200819,Red Hat repository,embedding,0.7844543293011877,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:185400,Report attacks to RCERT and contact DOIMs about possible security breaches,unresolved,0.27415325668074186,0,74
UNKNOWN_SKILL,resume_raw_skill,06_skills:51340,Citrix Presentation Server,unresolved,0.4673151452111159,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:73649,Developed methods to safeguard computer files,unresolved,0.48700205410596403,0,45
SKILL_0207,resume_raw_skill,06_skills:8218,Router Architectures,embedding,0.6807172107183429,0,20
UNKNOWN_SKILL,resume_raw_skill,06_skills:195501,Avalara Tax Services,unresolved,0.44347265128943203,0,20
UNKNOWN_SKILL,resume_raw_skill,06_skills:25083,TaskHub,unresolved,0.48824924477985904,0,7
UNKNOWN_SKILL,resume_raw_skill,06_skills:39509,Crystal Reports,unresolved,0.5247026050918064,0,15
UNKNOWN_SKILL,resume_raw_skill,06_skills:18759,i2 SNA,unresolved,0.26749164621009747,0,6
UNKNOWN_SKILL,resume_raw_skill,06_skills:174489,"Social media marketing, to mention bet a few",unresolved,0.39608562033026307,0,44
UNKNOWN_SKILL,resume_raw_skill,06_skills:12170,Cricket,unresolved,0.25188584210097226,0,7
UNKNOWN_SKILL,resume_raw_skill,06_skills:189792,tier 2 support,unresolved,0.5016482110096429,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:172556,Cisco UCS VMware environment,unresolved,0.5636341443357601,0,28
SKILL_0100,resume_raw_skill,06_skills:148848,NETWORK TROUBLESHOOTING,embedding,0.7594258379172933,0,23
UNKNOWN_SKILL,resume_raw_skill,06_skills:198081,Informatica 9.6.1/10.1,unresolved,0.550442328186657,0,22
UNKNOWN_SKILL,resume_raw_skill,06_skills:203622,VMWare admin,unresolved,0.45596366473061606,0,12
UNKNOWN_SKILL,resume_raw_skill,06_skills:206829,Collected clarification documents,unresolved,0.39120640565077525,0,33
UNKNOWN_SKILL,resume_raw_skill,06_skills:46232,Multitenant,unresolved,0.3635758291413143,0,11
UNKNOWN_SKILL,resume_raw_skill,06_skills:140355,Improved and recreated project charter,unresolved,0.34755781784804113,0,38
UNKNOWN_SKILL,resume_raw_skill,06_skills:42782,Pandas,unresolved,0.30823748557659647,0,6
UNKNOWN_SKILL,resume_raw_skill,06_skills:27224,Answer telephone calls to assist computer users,unresolved,0.3751355335113698,0,47
UNKNOWN_SKILL,resume_raw_skill,06_skills:130366,"Configured software dependent on department types, iPads using Casper Suite",unresolved,0.3301074122968838,0,75
UNKNOWN_SKILL,resume_raw_skill,06_skills:108072,security standard implementation,unresolved,0.6383370418144382,0,32
SKILL_0532,resume_raw_skill,06_skills:114460,Azure Git,embedding,0.8322524651761194,0,9
UNKNOWN_SKILL,resume_raw_skill,06_skills:180243,"Static, RIP and OSPF protocols on Cisco Routers",unresolved,0.46006352597342176,0,47
UNKNOWN_SKILL,resume_raw_skill,06_skills:223563,Lead database administrator for Snohomish County PUD data warehouse and PeopleSoft databases,unresolved,0.5052721307087772,0,92
UNKNOWN_SKILL,resume_raw_skill,06_skills:193854,"Functional configuration and implementing new enhancement, portlets, reports, and processes",unresolved,0.3397061481100298,0,91
UNKNOWN_SKILL,resume_raw_skill,06_skills:137513,JWS JBoss Annotations,unresolved,0.2883288089712818,0,21
UNKNOWN_SKILL,resume_raw_skill,06_skills:141818,Loan services,unresolved,0.6065382599046334,0,13
UNKNOWN_SKILL,resume_raw_skill,06_skills:118922,CMST,unresolved,0.33908810881303797,0,4
UNKNOWN_SKILL,resume_raw_skill,06_skills:50806,Data Pull from External Systems,unresolved,0.38998073393919847,0,31
SKILL_0634,resume_raw_skill,06_skills:4270,SSP Review,embedding,0.6791470436942808,0,10
UNKNOWN_SKILL,resume_raw_skill,06_skills:163022,Constructed HTML from design files,unresolved,0.4410983979183419,0,34
SKILL_0120,resume_raw_skill,06_skills:218212,New Employee Training,embedding,0.8072868122451959,0,21
UNKNOWN_SKILL,resume_raw_skill,06_skills:189004,OS deployment best practices,unresolved,0.5872484189574848,0,28
UNKNOWN_SKILL,resume_raw_skill,06_skills:68344,Assist In providing computer/ network support relating to software and hardware problems reported by users,unresolved,0.3900778469574851,0,106
SKILL_0262,resume_raw_skill,06_skills:46406,Xcel,embedding,0.6504653564297708,0,4
UNKNOWN_SKILL,resume_raw_skill,06_skills:131177,Horizon Enterprise Revenue Management (Horizon ERM),unresolved,0.3551449145879044,0,51
UNKNOWN_SKILL,resume_raw_skill,06_skills:106145,SMS vendors,unresolved,0.6002302008044865,0,11
UNKNOWN_SKILL,resume_raw_skill,06_skills:7705,SoundForge,unresolved,0.46658530872716353,0,10
UNKNOWN_SKILL,resume_raw_skill,06_skills:52190,Obtaining quotes,unresolved,0.5244360941687115,0,16
UNKNOWN_SKILL,resume_raw_skill,06_skills:145617,Coordinated catering for meeting,unresolved,0.5166846118818508,0,32
UNKNOWN_SKILL,resume_raw_skill,06_skills:202777,Assisted with project management and Service Introduction for a Digital Process Automation Project utilizing the KAPOW framework,unresolved,0.5738527682234326,0,128
UNKNOWN_SKILL,resume_raw_skill,06_skills:34626,Windows 2008 AD Migration,unresolved,0.38946579763397327,0,25
UNKNOWN_SKILL,resume_raw_skill,06_skills:40767,Adapt to certain clients concerns,unresolved,0.36809280815250023,0,33
UNKNOWN_SKILL,resume_raw_skill,06_skills:193616,Helped Develop,unresolved,0.434303461754026,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:28341,Firepath,unresolved,0.4532380767163257,0,8
UNKNOWN_SKILL,resume_raw_skill,06_skills:119405,Assigning,unresolved,0.40770200550851743,0,9
UNKNOWN_SKILL,resume_raw_skill,06_skills:183708,Promote,unresolved,0.5600906800504414,0,7
UNKNOWN_SKILL,resume_raw_skill,06_skills:199539,Scope Deliverables,unresolved,0.4182482034548653,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:134264,Network Management and Support,unresolved,0.5712407476031955,0,30
UNKNOWN_SKILL,resume_raw_skill,06_skills:137333,"Performed inspections, kept detailed records regarding operations and performance as part of overall Maintenance",unresolved,0.3852839548890568,0,112
SKILL_0219,resume_raw_skill,06_skills:172395,Remedy administrator,embedding,0.6514627614533602,0,20
UNKNOWN_SKILL,resume_raw_skill,06_skills:36698,"HTML5, CSS3, JavaScript, Shopify, Liquid",unresolved,0.49979465778749116,0,40
UNKNOWN_SKILL,resume_raw_skill,06_skills:100652,Served as an on-call person on a rotating basis,unresolved,0.28078207995834925,0,47
UNKNOWN_SKILL,resume_raw_skill,06_skills:84402,email/content filtering,unresolved,0.5927323922309361,0,23
UNKNOWN_SKILL,resume_raw_skill,06_skills:7058,Troubleshoot DFS functionality,unresolved,0.6481265340809488,0,30
SKILL_0317,resume_raw_skill,06_skills:193094,Operating Systems Management,embedding,0.8091350279800261,0,28
UNKNOWN_SKILL,resume_raw_skill,06_skills:54658,"Designing and coding Oracle PL/SQL, SQL reports, procedures, and packages, optimization of code",unresolved,0.3331210363793221,0,95
UNKNOWN_SKILL,resume_raw_skill,06_skills:91323,IT State Government,unresolved,0.43465024661498286,0,19
UNKNOWN_SKILL,resume_raw_skill,06_skills:201090,Financial Data,unresolved,0.5838171496137672,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:133775,Printer and Scanning Setup,unresolved,0.4737014108503127,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:165288,SOX IT control testing,unresolved,0.5685241870234754,0,22
UNKNOWN_SKILL,resume_raw_skill,06_skills:2616,Moved and installed furniture for office relocations,unresolved,0.23468666658587073,0,52
UNKNOWN_SKILL,resume_raw_skill,06_skills:3952,Westlaw gateway,unresolved,0.3654075332680625,0,15
UNKNOWN_SKILL,resume_raw_skill,06_skills:177714,Loading data from flat files to database using SQL*Loader and External Tables,unresolved,0.4325663908055393,0,77
UNKNOWN_SKILL,resume_raw_skill,06_skills:109344,Lead a team to build an SQL database with the airport's internal phone numbers to create a full stack dynamic website,unresolved,0.3395274282538969,0,117
UNKNOWN_SKILL,resume_raw_skill,06_skills:61709,Performing database cloning using RMAN,unresolved,0.5810660412476171,0,38
UNKNOWN_SKILL,resume_raw_skill,06_skills:36252,Cisco VOIP phone installation and troubleshooting,unresolved,0.5472685476692472,0,49
UNKNOWN_SKILL,resume_raw_skill,06_skills:188266,Import/Export Compliance Officer,unresolved,0.424329838977322,0,32
UNKNOWN_SKILL,resume_raw_skill,06_skills:113307,Spring- 3 DI,unresolved,0.20493849948302073,0,12
UNKNOWN_SKILL,resume_raw_skill,06_skills:104242,Kanban,unresolved,0.21900705811136478,0,6
UNKNOWN_SKILL,resume_raw_skill,06_skills:138646,HR Application Support,unresolved,0.5272304525390641,0,22
UNKNOWN_SKILL,resume_raw_skill,06_skills:184400,Cisco 2960 POE Switch,unresolved,0.596045056524796,0,21
UNKNOWN_SKILL,resume_raw_skill,06_skills:178822,wireless device management,unresolved,0.5721514511357046,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:184465,Migrated all Salesforce files and attachments to Box and implemented single-sign-on with Salesforce as the Identity Provider,unresolved,0.2855323378546063,0,124
UNKNOWN_SKILL,resume_raw_skill,06_skills:123844,Cisco routers/switches (CCNA),unresolved,0.5344101215772109,0,29
SKILL_0311,resume_raw_skill,06_skills:53418,Maintaining configuration management,embedding,0.7563475932104554,0,36
UNKNOWN_SKILL,resume_raw_skill,06_skills:66490,Set up and configure Cisco small business switches,unresolved,0.4216426359177903,0,50
UNKNOWN_SKILL,resume_raw_skill,06_skills:9836,Struts Dyna Action Forms,unresolved,0.29149771433124166,0,24
UNKNOWN_SKILL,resume_raw_skill,06_skills:131639,SQL Server Express 2014,unresolved,0.48078572254863416,0,23
UNKNOWN_SKILL,resume_raw_skill,06_skills:162716,Monitor terminals and telecommunications,unresolved,0.45334583081497526,0,40
UNKNOWN_SKILL,resume_raw_skill,06_skills:216622,"Researched, assisted and revise Cyber Security policies and procedures",unresolved,0.4275096435304138,0,70
UNKNOWN_SKILL,resume_raw_skill,06_skills:61871,Worked in a rapidly expanding and changing environment,unresolved,0.38622678185256476,0,54
UNKNOWN_SKILL,resume_raw_skill,06_skills:103206,Import/Export Operations,unresolved,0.390283419037112,0,24
UNKNOWN_SKILL,resume_raw_skill,06_skills:4477,Digital Media,unresolved,0.5280623196925492,0,13
UNKNOWN_SKILL,resume_raw_skill,06_skills:27716,Qualys vulnerability report,unresolved,0.5364557965629112,0,27
UNKNOWN_SKILL,resume_raw_skill,06_skills:177521,work plans,unresolved,0.4752735623205738,0,10
UNKNOWN_SKILL,resume_raw_skill,06_skills:160508,MICROSOFT DYNAMICS,unresolved,0.5737715698061413,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:165552,Transfer data,unresolved,0.5356933393823409,0,13
UNKNOWN_SKILL,resume_raw_skill,06_skills:174218,Heart flow,unresolved,0.5295728985376316,0,10
UNKNOWN_SKILL,resume_raw_skill,06_skills:106817,Application research and evaluation,unresolved,0.5930032172542156,0,35
UNKNOWN_SKILL,resume_raw_skill,06_skills:54301,"HTML, XHTML, XML, JSP, JSTL, JavaScript, JQuery, DataTables, CSS, BootStrap, Font Awesome",unresolved,0.3163740037714825,0,89
SKILL_0428,resume_raw_skill,06_skills:140578,Business Requirements Documentation,embedding,0.7008831217520958,0,35
UNKNOWN_SKILL,resume_raw_skill,06_skills:131132,Marksmanship,unresolved,0.2876260723099431,0,12
UNKNOWN_SKILL,resume_raw_skill,06_skills:198436,"Network security and analysis (access-list, IPsec, firewall and VPN)",unresolved,0.5415839230683325,0,68
UNKNOWN_SKILL,resume_raw_skill,06_skills:140517,"Organized, Directed, and Managed the North Afghanistan Dispositions Expansion Project; provided network capability in austere conditions- efforts marked milestone for United  States/Afghanistan Drawdown",unresolved,0.25219076082400216,0,202
UNKNOWN_SKILL,resume_raw_skill,06_skills:52369,Maintained data integrity and security (managed roles and permissions of database users),unresolved,0.5706382116685397,0,88
UNKNOWN_SKILL,resume_raw_skill,06_skills:85434,Recommend products to improve customers home entertainment experience,unresolved,0.3715487217774377,0,69
UNKNOWN_SKILL,resume_raw_skill,06_skills:194807,HashMap,unresolved,0.3586741180764028,0,7
UNKNOWN_SKILL,resume_raw_skill,06_skills:29903,Labtech(remote services),unresolved,0.4273964559268311,0,24
UNKNOWN_SKILL,resume_raw_skill,06_skills:204659,consultative sales,unresolved,0.306092060165477,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:121815,Install Hoffman cabinets for new network,unresolved,0.47804982531925705,0,40
UNKNOWN_SKILL,resume_raw_skill,06_skills:46037,help desk support,unresolved,0.44218728360846427,0,17
SKILL_0438,resume_raw_skill,06_skills:24682,Flow Chart,embedding,0.8457398588694272,0,10
UNKNOWN_SKILL,resume_raw_skill,06_skills:97616,Maintain detailed database for customer equipment inventory,unresolved,0.4710067884612113,0,59
UNKNOWN_SKILL,resume_raw_skill,06_skills:178797,SQL server 2000,unresolved,0.5999063018367191,0,15
UNKNOWN_SKILL,resume_raw_skill,06_skills:78365,On-site walkthroughs,unresolved,0.372530097102583,0,20
SKILL_0272,resume_raw_skill,06_skills:10768,Cisco command line,embedding,0.7000883377749487,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:200892,Test case creation and validation,unresolved,0.4437935327561336,0,33
SKILL_0534,resume_raw_skill,06_skills:118130,Unified Modeling Language (UML),embedding,0.937724980130323,0,31
UNKNOWN_SKILL,resume_raw_skill,06_skills:81621,Hibernate-Search 3.2.1,unresolved,0.2855666747517133,0,22
UNKNOWN_SKILL,resume_raw_skill,06_skills:111879,software release,unresolved,0.610243458237123,0,16
UNKNOWN_SKILL,resume_raw_skill,06_skills:141768,Conduct program evaluation,unresolved,0.49957671360660866,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:130715,Designed and implemented Sass and SVG based branding solution,unresolved,0.3691461745486475,0,61
UNKNOWN_SKILL,resume_raw_skill,06_skills:106670,Developed rich media,unresolved,0.40725715245587646,0,20
UNKNOWN_SKILL,resume_raw_skill,06_skills:117366,Reschedule appointments,unresolved,0.5788871703594933,0,23
UNKNOWN_SKILL,resume_raw_skill,06_skills:210410,"Governance, Risk, and Compliance (GRC) Team efforts",unresolved,0.5810660123450475,0,51
UNKNOWN_SKILL,resume_raw_skill,06_skills:48956,Tufin Secure change/Secure Track,unresolved,0.5668595621173949,0,32
SKILL_0312,resume_raw_skill,06_skills:1277,Upgrade,embedding,0.8445040132458967,0,7
SKILL_0567,resume_raw_skill,06_skills:144649,Project team,embedding,0.7493246310159967,0,12
UNKNOWN_SKILL,resume_raw_skill,06_skills:226618,Managed network design and implementation projects for small business customers,unresolved,0.4146612727914598,0,79
UNKNOWN_SKILL,resume_raw_skill,06_skills:107220,Project Portfolio,unresolved,0.522642416716609,0,17
UNKNOWN_SKILL,resume_raw_skill,06_skills:224227,User Needs Elicitation,unresolved,0.5471430189235218,0,22
UNKNOWN_SKILL,resume_raw_skill,06_skills:205602,Citrix best practice verification and optimization,unresolved,0.36106267834369626,0,50
UNKNOWN_SKILL,resume_raw_skill,06_skills:177298,Lookup and Maser Details Page,unresolved,0.5743101025110517,0,29
UNKNOWN_SKILL,resume_raw_skill,06_skills:167817,Providing remote and on-site support troubleshooting hardware and software,unresolved,0.4594960956579124,0,74
UNKNOWN_SKILL,resume_raw_skill,06_skills:177439,Design database and reports,unresolved,0.5713243994259501,0,27
UNKNOWN_SKILL,resume_raw_skill,06_skills:201482,Highly secured environment,unresolved,0.553413857246786,0,26
SKILL_0541,resume_raw_skill,06_skills:64137,DAO design patterns,embedding,0.7965209169833383,0,19
UNKNOWN_SKILL,resume_raw_skill,06_skills:34210,Responsible for designing the technological infrastructure,unresolved,0.5369045743118845,0,58
UNKNOWN_SKILL,resume_raw_skill,06_skills:107630,Fusion Middleware Patching,unresolved,0.48368136347839497,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:178598,Provided administrators with a central point of contact during outages and incidents,unresolved,0.3642069445216723,0,84
UNKNOWN_SKILL,resume_raw_skill,06_skills:1201,Route Map,unresolved,0.35690787728581536,0,9
UNKNOWN_SKILL,resume_raw_skill,06_skills:41935,Labor efficiency improvement,unresolved,0.6250560465198068,0,28
SKILL_0396,resume_raw_skill,06_skills:43288,Java beans,embedding,0.7433821951012232,0,10
SKILL_0111,resume_raw_skill,06_skills:133776,Project Governance,embedding,0.6807810949959513,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:221578,Advanced Custom Fields,unresolved,0.3796075888259283,0,22
UNKNOWN_SKILL,resume_raw_skill,06_skills:170728,Beef,unresolved,0.21499264436957147,0,4
SKILL_0012,resume_raw_skill,06_skills:46446,Familiarity with Security Frameworks,embedding,0.7879688249652043,0,36
UNKNOWN_SKILL,resume_raw_skill,06_skills:121955,Learned extensively about hospitality WiFi,unresolved,0.28342793711887077,0,42
UNKNOWN_SKILL,resume_raw_skill,06_skills:214308,Xpediter,unresolved,0.2516878631234294,0,8
UNKNOWN_SKILL,resume_raw_skill,06_skills:178553,Retrospectives,unresolved,0.35403348975453125,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:91718,remote management,unresolved,0.537662426900726,0,17
SKILL_0183,resume_raw_skill,06_skills:51995,data warehousing,embedding,0.8199754474871893,0,16
UNKNOWN_SKILL,resume_raw_skill,06_skills:224409,Monitoring day to day backups,unresolved,0.5319913836544364,0,29
UNKNOWN_SKILL,resume_raw_skill,06_skills:108240,Proposal writing and presentations to various clients to contract for creative and technical work,unresolved,0.43545736332064244,0,97
UNKNOWN_SKILL,resume_raw_skill,06_skills:108684,Used SQL to analyze real Cincinnati salary data and Tableau to create further visualizations,unresolved,0.3949727488536584,0,92
SKILL_0362,resume_raw_skill,06_skills:64070,IT tasks,embedding,0.6780348959809761,0,8
UNKNOWN_SKILL,resume_raw_skill,06_skills:60200,Frequently asked questions resources,unresolved,0.3744612740061538,0,36
SKILL_0219,resume_raw_skill,06_skills:78190,User and privilege administration,embedding,0.6744829040630267,0,33
UNKNOWN_SKILL,resume_raw_skill,06_skills:182130,Provided guidance and direction and salvaged previously written scripts for an in progress data migration,unresolved,0.3797652023593904,0,105
UNKNOWN_SKILL,resume_raw_skill,06_skills:31384,"Repaired and troubleshoot computers, printers, and monitors",unresolved,0.4431124521975057,0,59
